File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\пролог\Me_146.json,0855633B46E475F5D094D6AB404A34A7,"Ведь люди куда-то спешат, ведь им что-то нужно, и, погружённые в свои дела, они не задумываются о вопросах, мучающих меня.(важное)",因为人们总是着急去哪里，追求着自己想要的东西，被困在自己那小小的世界里，他们怎么可能来关心我？(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_147.json,6D7208B14624A64CC4487A833F321DDB,"Наверное, у них тоже есть свои серьёзные проблемы, а может, им живётся куда легче.(важное)",他们也许自己也有着严重的问题，也许生活很轻松。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_148.json,3DCAC02244DD8DFBA8A65CAE74D0A33E,"Знать наверняка нельзя, так как все люди разные.(важное)",这你没法确定，因为每个人都是不同的，(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_149.json,878D8CB3485B500A8C61C4BE67039316,"Или не разные?""(важное)",这应该是吧？(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_150.json,83E0033941554B70E2FEF99A0C4A61B8,"Бывает, поступки человека легко предсказуемы, но, пытаясь заглянуть к нему в душу, видишь лишь непроглядную тьму.(важное)",有时一个人的行动很容易预测，但如果你想透过他的外表观察灵魂的本质，你只会看到难以捉摸的黑暗。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_151.json,3215C87941B9855E03256D8644A17F6E,"Автобус приближался к центру, и мои мысли прервал яркий свет огней большого города.(важное)",汽车接近市中心，我的想法被繁华的城市灯光打断。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_152.json,022DBE74487EBE5E9C129BA0603CECEA,"Сотни рекламных вывесок, тысячи машин, миллионы людей.(важное)",数不清的广告牌，眼花缭乱的车水马龙，以及成千上万的行人。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_153.json,53771E83439832B7B21C83B028448C7A,"Я смотрел на это светопреставление, и мне почему-то безумно захотелось спать.(важное)",看着看着，我感到有些困倦。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_154.json,A07ADB3642966AB892D1F998BC4173F8,Глаза закрылись всего на полсекунды и(важное),我稍微闭上眼歇了一会...(важное)
Everlasting_summer\Content\main\звуки\пролог\Uv_1_юля.json,6BDCF3E945B19DDD0B5CE1A1C6632E6B,Ты пойдёшь со мной?(важное),你会跟我走吗？(важное)
Everlasting_summer\Content\main\звуки\пролог\Uv_2_юля.json,D9388E64404C87E2FFCE399C70ED18C7,Ты пойдёшь со мной?(важное),你会跟我走吗？(важное)
