File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_211_Ольга.json,930BD5AA4AB9AECA943F1F829C58ED57,"Ольга Дмитриевна - ""Ничего страшного! Я тебе ещё бутербродов принесу. Обходной лист важнее!""","奥尔加·德米特里耶夫娜 - ""不要管那个，我会带来更多三明治的，你干好你的本职工作！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_212_Славя.json,AEFB5D444025DBCA71E95F8008990D26,"Славя - ""Удачи тебе.""","斯拉维娅 - ""祝你好运。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_213_Семен.json,AB634CCB44C9391D4A666EA4DA21D621,"""Они ушли так быстро, что я и слова сказать не успел.""(важное)","""我还来不及追问他们就都走了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_214_Семен.json,0554BEFB4BB8673F01046EB7D9787225,"""Пропустил завтрак, теперь и обед придётся.""","""错过了早饭，这下还要再错过午饭。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_215_Семен.json,ADAF470141ADB46825476CA50D34DA42,"""Да что же это такое?""","""这可不好。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_216_Семен.json,DDE9BB264ED73D5460FC94901E097D56,"""Впрочем, может, успею как-нибудь?""","""也许我可以搞定？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_217_Семен.json,AC5AC8EA4C9CD762025218B59FA9C813,"""Обед в час.","""午饭下午1点开始，"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_218_Семен.json,E673B0074F44AA632417BAAB0BFEE33D,"Хотя если я пойду есть, то могу не попасть в какое-нибудь место из списка.""","""我要是去那里的话就得少去一个地方。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\03_Линейка\д2_219_Семен.json,83B2AD2542B379419DE9F8BA3EA0CC88,"""Ладно, пока всё равно в столовую идти рано!""","""总之去食堂还是太早了！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\NewFolder\д2_492_Мику.json,C73A2EF94FBBA8353A095EADF68E1123,"Мику - ""Ой, да, конечно! То есть нет, не возражаю! То есть да, садись конечно!""","未来 - ""啊，是的！不对，我是说不，不介意！不，我是说，是的，你可以坐在这里！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\NewFolder\д2_494_Мику.json,639BE011436F57BB9392288050A8913F,"Мику - ""Сегодня, смотри, гречка. Ты любишь гречку? И варёная курица! Я вообще курицу не люблю. Ну, то есть не то что не люблю...""","未来 - ""哇，看啊，今天是荞麦，你喜欢荞麦吗？还有鸡肉，啊我不喜欢鸡肉，啊，不是说不喜欢..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\NewFolder\д2_495_Мику.json,7BE603E54724FF177ACF21883B0E33C6,"Мику - ""Но если бы меня спросили, что бы мне больше всего хотелось, то бефстроганов или рагу… Нет, может быть, просто котлета! Или ромштекс! Ты любишь ромштексы?""","未来 - ""不过你要是问我更喜欢哪一个的话，那应该是酸奶油炖肉或者是蔬菜炖肉...不对，也许一个汉堡就行！或者是牛屁股，你喜欢牛屁股吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\NewFolder\д2_498_Мику.json,527B6F0D4928D9C506F5F782775956F3,"Мику - ""Понятно. Но вот десерты, знаешь, мне здесь не очень нравятся. Я мороженое люблю! Ты любишь мороженое? Особенно пломбир «48 копеек», но и «Ленинградское» тоже. Ой, прости, я всё о себе!""","未来 - ""哇，是那样啊，不过至于甜点，这里的甜点可不是太好。我想吃冰淇淋，你喜欢冰淇淋吗？我喜欢'48戈比' 还有'Leningradskoe'的，哎呀，抱歉，我一直自说自话。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\NewFolder\д2_499_Мику.json,142B52B44CE00138B14062A7BAFECC82,"Мику - ""Может, ты больше эскимо любишь?""","未来 - ""也许你更喜欢'Eskimo'的？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\NewFolder\д2_504_Мику.json,93A0312E4E8C3CF0F121F3AE9B12F797,"Мику - ""Знаешь, я однажды купила вафельный рожок, начала есть, а там внутри шуруп! Представляешь? Настоящий такой шуруп! Или болт… Я, честно говоря, в них не разбираюсь!""","未来 - ""话说，有一次我买了一个甜筒，正吃的时候，你知道怎么了吗？我在那里边发现了一个螺丝！真的是一颗螺丝喔~或者说是螺栓？我实在不太懂这些事情..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\NewFolder\д2_505_Мику.json,EB6466A64321E3C106E161B26D7B8A92,"Мику - ""Шурупы – это которыми закручивают гайки, а болты – это такие, которые отвёрткой, да?""","未来 - ""螺丝是用改锥来拧的，螺栓是用扳子的对吧？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_220_Семен.json,475D84B94C2064A4AC5394B9EAADE3E4,"""Музыкальный клуб – небольшое одноэтажное здание – располагался поодаль от остальных построек лагеря.""(важное)","""音乐社团，是一个较小的单层建筑，和营地其他的房子距离较远。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_221_Семен.json,C50C455743F6874BECBB47BC31318108,"""Не раздумывая, я открыл дверь и вошёл.""(важное)","""我打开房门，毫不犹豫地走了进去。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_222_Семен.json,0A57F3294D9DAEA54E5D0493B3281553,"""Внутри меня встретил настоящий оркестр: барабаны, гитары и даже рояль.""","""这里有乐队需要的各种乐器：鼓、吉它还有钢琴什么的。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_223_Семен.json,EBCE91684C4700C6DA9CBD8AEB2CCA8C,"""Некоторое время я внимательно изучал музыкальные инструменты – хотелось понять, из какого они примерно временного периода, – но неожиданно под роялем послышалось копошение.""","""我仔细观察了每个乐器，想要猜一猜它们都是出自哪个年代的，不过突然听到钢琴底下有人在爬的声音。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_224_Семен.json,4D62FB9B420E4A24EDD32890EC1878FA,"""Девочка. Кажется, что-то ищет.""(важное)","""一个女孩儿，好像在找什么。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_225_Семен.json,1348BCF544A173EF9C70BDB2734C4B1A,"""Она стояла на четвереньках в такой пикантной позе, что я не сразу решился начать разговор.""","""她趴在地上好像很有暗示意义的动作让我觉得是不是不应该先开口说话。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_226_Семен.json,7D354DB246ADBCD0FC0505B0745F51FC,"Семён - ""Простите…""","谢苗 - ""抱歉…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_227_Мику.json,3AEC6BF442EF4E30E5E71A9CD9582105,"Пионерка  - ""Ааа кто здесь","""呀啊啊，是谁？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_228_Семен.json,6C4ABC394D137E2D5BE683B27CBAA5BC,"""Она попыталась вскочить, но днище рояля стало для неё непреодолимой преградой.""(важное)","""她尝试站起来，却被钢琴挡在了底下。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_229_Мику.json,BDAB34C64EA17C83F19CC288564D9117,"Пионерка  - ""Ай!""","""呜..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_230_Семен.json,6DA900374D1B67E10E6A7085ED634A85,"""С трудом, но девочка всё же выбралась.""(важное)","""她总算折腾了出来。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_231_Семен.json,E53AD24F41E5CABD96D059B278CA9CC3,"Семён - ""Извини, что напугал…""","谢苗 - ""对不起，我吓到了你…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_232_Мику.json,9A79F2EE4BF67AA7DCBF678A95B98307,"Пионерка (Мику) - ""Да ничего! Вижу, у тебя обходной, новенький, значит?""","未来 - ""没关系！哇，你有一个清单，那一定是新来的咯？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_233_Семен.json,9E8D576A48AC7A7AACA0D3B0A8B6BF8F,"Семён - ""А? Да.","谢苗 - ""哈？嗯..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_234_Мику.json,311B2DF3488848369949229094C08199,"Пионерка (Мику) - ""Меня Мику зовут.""","未来 - ""我叫作未来。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_235_Мику.json,AB00E06949AAB2E192516AAAA72AF05F,"Мику - ""Нет, честно-честно! Никто не верит, а меня правда так зовут. Просто у меня мама из Японии. Папа с ней познакомился, когда строил там… Ну, то есть не строил – он у меня инженер…""","未来 - ""不，说真的，总是没人相信我，不过这是我的真名呦！我妈妈是日本人，我的爸爸在盖房子的时候遇到…嗯...不是他在盖啦，他是一个工程师…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_236_Мику.json,44B6B9C740F6BE66112E5485BE5A5803,"Мику - ""Короче, атомную станцию! Или плотину… Или мост… Ну, неважно!""","未来 - ""他在建造一个核电站，或者是一座大坝！一座大桥！或者是不知道什么东西！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_237_Семен.json,6E6200D94382B4E29F454D8F549DC63E,"""Она говорила с такой скоростью, что половину слов просто проглатывала.","""她说话超快，一半的音都听不清了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_238_Семен.json,B4E0585B4F3F5EBD2B6AF7813B7FD3C1,"Семён - ""А я Семён.""","谢苗 - ""我叫谢苗。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_239_Мику.json,09639ECB400F98B9760B40A6B43F3BA9,"Мику - ""Отлично! Не хочешь к нам в клуб вступить? Правда, я тут пока одна, но с тобой нас будет двое! Ты на чём-нибудь играть умеешь?""","未来 - ""太好了！你想要加入我们的社团吗？现在只有我一个人，不过你来了就是两个人了！你想要玩点什么吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_240_Семен.json,DEC949AF4B873F8325F8139DC6AC3348,"""Уже в период моего «отшельничества» я купил гитару и выучил пару аккордов, но потом забросил, как и всё, на что требовалось больше нескольких часов.""","""我开始变得不合群的时候买了一把吉它，还练了几个和弦。不过我很快就忘了，自从所有几个小时学不会的东西我都不再学了之后。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_241_Семен.json,0E59779F4851B34BF6420A80913BBCA8,"Семён - ""Знаешь, я как-то не планировал особо…""","谢苗 - ""这个，我还没有那样的打算…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_242_Мику.json,34DA42004DAB7DB0638B59BF9D1E3BEC,"Мику - ""Да ладно тебе, я тебя научу играть! Хочешь, на трубе, например? Или на скрипке? Я на всём умею, честно-честно.""","未来 - ""没关系的，我会教你。比如说小号，或者是小提琴怎么样？我都玩得很好喔~"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_243_Семен.json,1105314B43D71677774A1D8D45E272E6,"Спорить с девочкой-мультиинструменталистом бессмысленно, так как в ответ наверняка последует ещё одна пулемётная очередь из слов.""","""现在和这个乐队女孩争吵可是没有意义的，那只会带来另一段连珠炮。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_244_Семен.json,DEB31B3244DF4E440D4E69A55EDE99FB,"Семён - ""Я подумаю, а пока не могла бы ты подписать?""","谢苗 - ""嘿，我会考虑的，那你能不能现在帮我签个字呢？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_245_1_Мику.json,1641B3BA4DBA72401E6E1AA01C3F07D2,"Мику - ""Да-да-да, конечно, давай! Ты заходи, не стесняйся! Я ещё и пою хорошо! Послушаешь, как я пою японские народные песни. Ну, или, если не нравится, может, что-нибудь из современных шлягеров?""","未来 - ""嗯，嗯，好的，递给我吧，不过一定要来呦~我也会唱歌的说~我可以给你唱一些日本民歌，如果你不喜欢的话也可以唱一些现代的呦~"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_246_Семен.json,BFC7D5AE41E538B78BAA0A80E63440F2,"Семён - ""Обязательно… А сейчас мне пора, извини.""","谢苗 - ""啊…嗯。多谢，我得走了！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_247_Мику.json,A7D7048F41EB8A06E116E6806F2525EC,"Мику - ""Конечно, приходи непременно…""","未来 - ""好的，随时都可以来找我呦~…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_248_Семен.json,6856574F46480065CDCC4EB7DA926604,"""Окончание её фразы скрылось за закрытой дверью.""","""那句话没说完的部分留在了房间里。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_249_Семен.json,F8E3C87845F3E2F82B106BBA9224E885,"""С одной стороны, неплохо вечерком посидеть побренчать на гитаре, но в такой компании…""","""晚上拿一把吉它玩玩还不错，不过有这么个人陪着…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_250_Семен.json,4EB4B6404BDBADACF526A79B1173C6E7,"""Я повернулся, собираясь уходить, и столкнулся нос к носу с Алисой.""","""我转身离开结果正和阿丽夏面对面。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_251_Семен.json,24A0536C4421D73ABBBF91849DBAF2F3,"""Она недобро посмотрела на меня.""","""她用充满怀疑的眼神看着我。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_252_Алиса.json,CA2D86834AD25B90CED2BEBF92CE0DE8,"Алиса - ""Зачем пришёл?""","阿丽夏 - ""你怎么来了？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_253_Семен.json,A8073D1D4CAF3FFCADE52084593B9182,"Семён - ""Обходной…""","谢苗 - ""因为那个清单…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_254_Алиса.json,53E73FCE400511C8D51B0C947FAAC7C7,"Алиса - ""Подписал?""","阿丽夏 - ""你找到人签字了？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_255_Семен.json,DB91D079412FFCCA8FB10E99DAC84CDD,"Семён - ""Да…""","谢苗 - ""是啊…"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_256_Алиса.json,7D8F2B2A447DAA877FA8ECACB6DDCF8A,"Алиса - ""Свободен!""","阿丽夏 - ""那赶紧走！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\04_Обход_Музклуб\д2_257_Семен.json,35B5FF8E4EA2E853370655A1BC27E597,"Алиса вошла внутрь, а я поспешил покинуть это место.""","""阿丽夏走了进去，我也急忙离开了这个地方。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_258_Семен.json,BFB109154FCCB02E4D6977BA33295CCA,"""Я направился к зданию кружков.""","""我去了社团室。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_259_Семен.json,D8376B7F4A7205A60F66088F11F7B2A2,"""По правде говоря, мне никогда особенно не нравилась общественная работа.""","""说实话我一直都不大喜欢课外活动。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_260_Семен.json,FE8B1B9C4E1C07F4A16C6586C84492B0,"В школе я всегда под любым предлогом пропускал субботники, в институте не было ни малейшего желания вступать в студенческий совет.""","""我在学校的时候总是想尽办法翘掉额外的课程，在大学的时候也对学生会没什么兴趣。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_261_Семен.json,0FC758B64D4E8FC3E4B291AF1F577131," ""Меня не интересовали секции бокса, авиамоделирования или кройки и шитья.""","""拳击、模型、或者是针线活，哪个类型的我都不喜欢。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_262_Семен.json,8F1CC00343A4F3FAF0BE468C16365AC0," ""Так что сюда я пришёл лишь с целью отметиться.""","""所以我来这里只是想完成任务。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_263_Семен.json,8C5131434E34274BADEF21A173F3E8F0,"""Внутри никого не оказалось.""(важное)","""这里没人。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_264_Семен.json,16E6E93A4AFB3494069539BABD7FAF7D,"""Я словно оказался в берлоге юного робототехника: повсюду валялись провода, нехитрые платы, микросхемы, на столе стоял осциллограф.""(важное)","""这里好像是个机器人爱好者俱乐部：有好多电线和电路板散布在各处，桌子上还摆着个示波器。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_265_Семен.json,4925BD93401CB5587B4195AA57A509A1,"""Из соседнего помещения послышались голоса, и через секунду в комнату вошли двое пионеров.""(важное)","""另外一间屋子里有点动静，然后两个少先队员出现了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_266_Семен.json,9718A72E48DF6ED12C1340BBC8F74579," ""В одном я узнал Электроника, второй же мне был незнаком.""(важное)","""一个是电子小子，另一个我不认识。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_267_электроник.json,54EE75A243D0F9AADAAF2B88C0DC7D6E,"Электроник - ""Привет, Семён! А мы тебя ждали.""","电子小子 - ""你好呀，谢苗同学！我们等了你很久啦！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_268_Семен.json,7B22E29441C881CBEEDE4AA7F838DE8E,"""Кажется, он знает всё и обо всех…""","""他好像对每个人的每一件事都了如指掌..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_269_Семен.json,30593AAB4BF9CB93A010D79A2AB55839,"Семён - ""А чего вы меня ждали?""","谢苗 - ""你为什么要等着我？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_270_электроник.json,C82CA09243C9853B102C87A2ACE45705,"Электроник - ""Ну как же, ты пришёл в наш клуб кибернетиков записываться, так?""","电子小子 - ""当然，你是来加入我们的机器人社团的吧？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_271_Семен.json,68CC0942417BBD8EEC82BD996E10E883,"""Он не дал мне ответить.""","""他没有给我机会回答。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_272_электроник.json,D0FD8E9041D768761DCC15AF071A3D9A,"Электроник - ""Знакомься, это Шурик, он у нас главный!""","电子小子 - ""这是这里的负责人，舒里克。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_273_Семен.json,5B13EA144CBDFBAAD8297FA91D2608CE,"Семён - ""А вас в клубе этом только двое, я так полагаю?""","谢苗 - ""我估计这个社团只有你们两个人？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_274_электроник.json,211E725A43C031FDC93E6EAD5EA6FFC6,"Электроник - ""Ну, можешь считать, что уже трое.""","电子小子 - ""这个嘛，你现在就可以说是三个了嘛。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_275_Семен.json,BFCB6A0344B3E79A0A8A568DD9AF9911,"""Шурик подошёл ко мне и уверенно протянул руку.""","""舒里克走上前来，坚定地伸出他的手。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_276_Семен.json,E8F028DB4061D163529D11B4439DE320,"""Его лицо почему-то казалось знакомым.""","""他的脸看起来有点熟悉。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_277_Шурик.json,CA08C1C84F28B5F9430D61B2B033F4F2,"Шурик - ""Добро пожаловать!""","舒里克 - ""欢迎来到我们的社团！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_278_Семен.json,26BB9D7446A1D9F64CDAB5AF62634B4B,"Семён - ""Угу…""","谢苗 - ""哈..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_279_электроник.json,9FF1C2C949EABF7A4866C1A8CEF8F183,"Электроник - ""Давай я тебе тут всё покажу!","电子小子 - ""跟我们来！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_280_электроник.json,A8605758474B8DA726B903B6E6843FFC,"Электроник - Ты не стесняйся, располагайся.""","电子小子 - ""把这里当成是自己的家吧。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_281_Семен.json,92C78D1D4506A469688852A8592A3EC6,"Семён - ""Да нет, ребята, я вообще-то…""","谢苗 - ""额，伙计们，我只是想..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_282_Шурик.json,EEC89D9E4D413411BB3C7080CDC119E9,"Шурик - ""Всегда рады новым членам.""","舒里克 - ""我们会一直欢迎新人的。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_283_Семен.json,984D392640531C0257416D943CCB6E19,"""Он сказал это так, что в голове у меня невольно заиграл гимн Советского Союза.""","""他这么一说我突然感觉大脑里在回响着苏联国歌。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_284_Семен.json,3220FAE94DF1662E082BB2BE8D8D5889,"""Удивительно, но я ещё помнил слова – в первом классе у меня была тетрадка с текстом гимна на обратной стороне.""","""很神奇，我到现在还记得那歌词，一年级的时候我把歌词记录在一个练习本上。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_285_Семен.json,31027E394DEA30075966749EFD37F4A9,"Семён - ""Да нет, мне бы просто обходной лист подписать.""","谢苗 - ""不、不，我只是想让你们签个字..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_286_электроник.json,7840026A4692F3BE330D49B14B6C6529,"Электроник - ""Так ты к нам запишись, а мы тебе его подпишем.""","电子小子 - ""是啊，你加入我们的社团，我们就给签字~"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_287_Семен.json,1D2DA0BC45AE5D31BD3813BBE82ABDED,"""Он хитро улыбнулся.""","""他咧嘴一笑。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_288_Семен.json,1A90F59348D19F3BEA0562B6BE45277A,"""Я уже подготовился к длинному и нудному разговору, как вдруг в комнату кто-то вошёл.""","""我正准备面对一场辩论，但是突然有人进来了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_289_Семен.json,C8228C7F44391DDAEE131E85390CA371,"""Я обернулся и увидел Славю.""","""我回头看到了斯拉维娅。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_290_Славя.json,D6750C11469563B66F3DC3B83819BCEA,"Славя - ""А, Семён! Надеюсь, они тебя тут не достают?""","斯拉维娅 - ""啊，谢苗！他们应该没有给你带来困扰吧？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_291_Семен.json,BF741830451705C9C54AEDB7DC293B7D,"""Она строго посмотрела на будущих светил отечественного роботостроения.""","""她眯起眼睛观察了一下祖国未来的机器人工业。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_292_Славя.json,386568E04468B420DD1F688FC0AFB826,"Славя - ""А то я их знаю – они могут!""","斯拉维娅 - ""我认识这两个人——他们可是做得出来的。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_293_Семен.json,CD8FC437407C92A67AF3A2AEC21203CA,"Семён - ""Да, понимаешь, на самом деле мне бы просто обходной подписать…""","谢苗 - ""嗯，是这样的，我只要拿到签名..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_294_Семен.json,B7BC37164EDEA3BD10B3F9A9A31DC5B5,"""Я решил воспользоваться ситуацией.""","""我准备从中渔翁得利。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_295_Славя.json,CEE6FD904951028711A9CCAB577D6704,"Славя - ""Так это не проблема, давай сюда.""","斯拉维娅 - ""没问题，给我吧。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_296_Семен.json,0F836A654A1E5F3BFA200D861549B8A2,"""Славя взяла листок и подошла к Шурику.""","""斯拉维娅接过了那张表向舒里克走去。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_297_Славя.json,F9172ADB4904E5F63F6E0585C737E060,"Славя - ""Подписывай!""","斯拉维娅 - ""快签！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_298_Шурик.json,1E91419D4B960F5C2BE6478CFA57BB9B,"Шурик - ""Ну подожди, мы ещё не закончили…""","舒里克 - ""别着急，我们还没..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_299_Славя.json,F80697FF478691C974935094D5C54749,"Славя - ""Закончили! Подписывай!""","斯拉维娅 - ""没事了，赶紧签！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_300_Семен.json,52E52C8442A96C298C30F1BD6D42C38C,"""Она посмотрела на него так, что возражать Шурик не решился.""(важное)","""她威胁的眼神让舒里克没有反驳的机会。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\05_Обход_Клубы\д2_301_Семен.json,51C412174D6066E361E0EEA7FB5EBDE5,"""Он поставил свою закорючку, и я, поблагодарив Славю, с чистой совестью направился дальше.""(важное)","""他在上边写了一些弯弯扭扭的字，我感谢了斯拉维娅，便心满意足地离开了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\06_Обход_Библиотека\д2_302_Семен.json,7E8FE8BA4C09C51BB0D513A798CCA124,"""Вообще, я, конечно, любил читать, но просиживать днями в библиотеке при нынешних обстоятельствах в мои планы не входило.""(важное)","""说实话我挺喜欢读书，不过在这种情况下在图书馆里度日就不太合理了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\06_Обход_Библиотека\д2_303_Семен.json,3F92308E49DFEA8D1B8D1B96437FCAA1,"""Так что этот чекпойнт стоило пройти побыстрее.""(важное)","""我还是赶紧通过这个检查点吧。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\06_Обход_Библиотека\д2_304_Семен.json,6071493849C09EBA7CCAF1A4D35E0681,"""Когда я зашёл внутрь, у меня в голове всплыло воспоминание из детства.""","""我走进图书馆的时候，童年的记忆被唤醒了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\06_Обход_Библиотека\д2_305_Семен.json,ECB982E7418EFCF2B0EB28AAAE32700F,"""Оно было очень ярким.""","""还能清晰地展现在眼前。"""
